,RO,SG,W,ZFH,ZUE,AA,OL,SO,BI,NE,YV,MOR,GE,GEAP,RO_days_before_last_booking,SG_days_before_last_booking,W_days_before_last_booking,ZFH_days_before_last_booking,ZUE_days_before_last_booking,AA_days_before_last_booking,OL_days_before_last_booking,SO_days_before_last_booking,BI_days_before_last_booking,NE_days_before_last_booking,YV_days_before_last_booking,MOR_days_before_last_booking,GE_days_before_last_booking,GEAP_days_before_last_booking,capacity
2021-07-19,0,0,0,0,3,5,6,6,4,4,2,1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,1,2,-1,-1,12
2021-07-20,0,0,0,0,2,4,4,5,5,3,1,0,0,0,-1,-1,-1,-1,0,1,1,1,1,0,1,-1,-1,-1,12
2021-07-21,0,0,0,0,0,2,3,3,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,12
2021-07-22,0,0,0,0,1,2,2,2,3,2,2,2,0,0,-1,-1,-1,-1,1,0,0,0,1,1,1,1,-1,-1,12
2021-07-23,0,0,0,0,2,2,2,1,1,0,0,0,0,0,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,12
2021-07-24,0,0,0,0,2,2,2,2,3,2,2,2,0,0,-1,-1,-1,-1,2,2,2,3,3,3,3,3,-1,-1,6
2021-07-25,0,0,0,0,4,5,5,5,4,4,4,4,0,0,-1,-1,-1,-1,3,1,1,1,3,3,3,3,-1,-1,6
2021-07-26,0,0,0,0,1,1,4,3,1,2,2,1,0,0,-1,-1,-1,-1,1,1,1,1,2,2,2,2,-1,-1,12
2021-07-27,0,0,0,0,0,2,2,0,3,1,0,0,0,0,-1,-1,-1,-1,-1,0,0,-1,1,1,-1,-1,-1,-1,12
2021-07-28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,12
2021-07-29,0,0,0,0,4,8,8,7,5,6,4,3,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,12
2021-07-30,0,0,0,0,0,1,1,0,0,2,2,2,0,0,-1,-1,-1,-1,-1,1,1,-1,-1,2,2,2,-1,-1,12
2021-07-31,0,0,0,0,6,6,6,6,6,4,0,0,0,0,-1,-1,-1,-1,1,1,1,1,1,2,-1,-1,-1,-1,6
2021-08-01,0,0,0,0,1,1,2,2,2,3,2,3,0,0,-1,-1,-1,-1,1,1,0,0,0,0,1,1,-1,-1,6
2021-08-02,0,0,0,0,5,5,5,5,7,2,2,2,0,0,-1,-1,-1,-1,1,1,1,1,1,2,2,2,-1,-1,12
2021-08-03,0,0,0,0,3,3,5,6,4,4,4,4,0,0,-1,-1,-1,-1,0,0,0,1,1,1,1,1,-1,-1,12
2021-08-04,0,0,0,0,2,0,0,0,0,1,1,1,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,-1,-1,12
2021-08-05,0,0,0,0,4,4,4,4,1,1,2,2,0,0,-1,-1,-1,-1,0,1,1,1,1,1,1,1,-1,-1,12
2021-08-06,0,0,0,0,4,4,6,9,5,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,12
2021-08-07,0,0,0,0,6,6,6,6,5,1,1,0,0,0,-1,-1,-1,-1,4,4,4,4,12,0,0,-1,-1,-1,6
2021-08-08,0,0,0,0,0,0,0,1,2,3,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,2,0,0,2,2,-1,-1,6
2021-08-09,0,0,0,0,4,5,5,4,3,3,3,3,0,0,-1,-1,-1,-1,1,0,0,1,0,0,0,0,-1,-1,12
2021-08-10,0,0,0,0,2,1,3,1,1,1,1,1,0,0,-1,-1,-1,-1,0,1,0,1,1,1,1,1,-1,-1,12
2021-08-11,0,0,0,0,3,3,4,3,2,1,1,1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,12
2021-08-12,0,0,0,0,2,2,2,2,3,2,2,3,0,0,-1,-1,-1,-1,0,1,1,1,1,1,1,0,-1,-1,12
2021-08-13,0,0,0,0,1,2,2,3,1,1,1,1,0,0,-1,-1,-1,-1,1,0,0,0,1,1,1,1,-1,-1,12
2021-08-14,0,0,0,0,2,5,5,4,5,5,1,1,0,0,-1,-1,-1,-1,1,0,0,0,0,0,0,0,-1,-1,6
2021-08-15,0,0,0,0,0,0,0,1,2,3,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,6
2021-08-16,0,0,0,0,1,1,3,2,3,4,4,4,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,12
2021-08-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,12
2021-08-18,0,0,0,0,1,2,5,2,2,1,2,1,0,0,-1,-1,-1,-1,0,0,0,2,2,0,0,0,-1,-1,12
2021-08-19,0,0,0,0,0,0,0,0,2,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,12
2021-08-20,0,0,0,0,0,0,0,0,1,1,1,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,12
2021-08-21,0,0,0,0,4,4,6,6,7,9,6,5,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,12
2021-08-22,0,0,0,0,1,0,0,0,0,3,2,2,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,3,3,3,-1,-1,6
2021-08-23,0,0,0,0,2,2,2,1,2,2,1,0,0,0,-1,-1,-1,-1,0,0,0,19,1,1,19,-1,-1,-1,12
2021-08-24,0,0,0,0,2,0,2,1,1,1,1,1,0,0,-1,-1,-1,-1,0,-1,0,1,1,1,1,1,-1,-1,12
2021-08-25,0,0,0,0,0,1,2,2,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,12
2021-08-26,0,0,0,0,0,1,3,2,2,2,1,1,0,0,-1,-1,-1,-1,-1,1,0,0,1,1,1,1,-1,-1,12
2021-08-27,0,0,0,0,1,1,1,1,2,2,1,1,0,0,-1,-1,-1,-1,1,1,1,1,0,0,1,1,-1,-1,12
2021-08-28,0,0,0,0,2,3,4,3,4,11,10,6,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,12
2021-08-29,0,0,0,0,2,2,1,1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,6
2021-08-30,0,0,0,0,2,2,3,2,3,4,4,4,0,0,-1,-1,-1,-1,1,1,0,1,0,0,0,0,-1,-1,12
2021-08-31,0,0,0,0,0,1,1,2,3,2,0,0,0,0,-1,-1,-1,-1,-1,0,0,1,0,1,-1,-1,-1,-1,12
2021-09-01,0,0,0,0,1,1,3,2,2,1,0,0,0,0,-1,-1,-1,-1,1,1,0,0,1,1,-1,-1,-1,-1,12
2021-09-02,0,0,0,0,3,5,6,5,4,1,0,0,0,0,-1,-1,-1,-1,1,0,0,0,0,1,-1,-1,-1,-1,12
2021-09-03,0,0,0,0,1,1,1,2,1,1,1,1,0,0,-1,-1,-1,-1,12,12,12,1,12,12,12,12,-1,-1,12
2021-09-04,0,0,0,0,3,4,5,5,3,5,3,3,0,0,-1,-1,-1,-1,1,1,1,1,1,1,2,2,-1,-1,6
2021-09-05,0,0,0,0,1,1,4,4,2,2,3,3,0,0,-1,-1,-1,-1,5,5,3,3,4,4,2,2,-1,-1,6
2021-09-06,0,0,0,0,2,2,3,3,2,2,2,2,0,0,-1,-1,-1,-1,5,5,0,0,5,5,5,5,-1,-1,12
2021-09-07,0,0,0,0,1,1,1,2,1,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,12
2021-09-08,0,0,0,0,1,2,3,2,1,1,1,3,0,0,-1,-1,-1,-1,10,0,0,1,10,10,10,0,-1,-1,12
2021-09-09,0,0,0,0,2,2,3,2,1,1,2,1,0,0,-1,-1,-1,-1,0,2,1,1,7,7,0,7,-1,-1,12
2021-09-10,0,0,0,0,0,0,0,1,3,3,3,3,0,0,-1,-1,-1,-1,-1,-1,-1,5,4,4,4,4,-1,-1,12
2021-09-13,0,0,0,0,4,4,5,3,3,3,1,1,0,0,-1,-1,-1,-1,0,1,0,0,0,0,1,1,-1,-1,12
2021-09-14,0,0,0,0,4,4,4,4,7,5,4,4,0,0,-1,-1,-1,-1,2,2,2,2,0,0,2,2,-1,-1,12
2021-09-16,0,0,0,0,0,1,1,1,0,1,0,1,0,0,-1,-1,-1,-1,-1,1,1,1,-1,0,-1,0,-1,-1,12
2021-09-17,0,0,0,0,1,1,2,2,4,4,2,2,0,0,-1,-1,-1,-1,8,8,1,1,1,1,2,2,-1,-1,12
2021-09-18,0,0,0,0,1,2,4,3,3,5,3,3,0,0,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,6
2021-09-19,0,0,0,0,0,0,0,0,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,6
2021-09-20,0,0,0,0,1,1,1,1,0,1,2,2,0,0,-1,-1,-1,-1,0,0,0,0,-1,14,1,1,-1,-1,12
2021-09-21,0,0,0,0,1,0,1,1,1,0,1,1,0,0,-1,-1,-1,-1,0,-1,1,1,1,-1,1,1,-1,-1,12
2021-09-22,0,0,0,0,0,1,1,0,1,1,1,1,0,0,-1,-1,-1,-1,-1,0,0,-1,0,0,2,2,-1,-1,12
2021-09-23,0,0,0,0,2,3,3,3,1,1,1,1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,12
2021-09-24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
2021-09-25,0,0,0,0,1,2,2,2,2,2,0,0,0,0,-1,-1,-1,-1,4,3,3,3,3,3,-1,-1,-1,-1,6
2021-09-26,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,6
2021-09-27,0,0,0,0,0,0,2,3,3,3,2,2,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,-1,-1,12
2021-09-28,0,0,0,0,1,1,2,1,2,2,1,1,0,0,-1,-1,-1,-1,0,0,0,1,1,1,2,2,-1,-1,12
2021-09-29,0,0,0,0,1,2,2,0,0,1,0,0,0,0,-1,-1,-1,-1,0,0,0,-1,-1,0,-1,-1,-1,-1,12
2021-09-30,0,0,0,0,0,1,2,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1,-1,-1,12
2021-10-01,0,0,0,0,1,2,2,1,0,0,0,0,0,0,-1,-1,-1,-1,2,0,0,2,-1,-1,-1,-1,-1,-1,12
2021-10-02,0,0,0,0,5,5,5,5,5,6,5,5,0,0,-1,-1,-1,-1,4,4,4,4,4,3,4,4,-1,-1,6
2021-10-03,0,0,0,0,1,1,1,1,1,2,1,1,0,0,-1,-1,-1,-1,2,2,2,2,2,2,2,2,-1,-1,6
2021-10-06,0,0,0,0,0,1,1,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,0,0,-1,0,0,-1,-1,-1,-1,12
2021-10-07,0,0,0,0,0,0,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,-1,-1,12
2021-10-08,0,0,0,0,1,3,3,2,2,2,2,2,0,0,-1,-1,-1,-1,7,1,1,4,4,4,4,4,-1,-1,12
2021-10-09,0,0,0,0,2,2,4,4,4,3,3,3,0,0,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,6
2021-10-10,0,0,0,0,2,2,3,4,3,3,2,2,0,0,-1,-1,-1,-1,2,2,2,1,1,1,2,2,-1,-1,6
2021-10-11,0,0,0,0,0,2,2,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,12
2021-10-12,0,0,0,0,0,0,0,0,2,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,6
2021-10-13,0,0,0,0,1,1,2,2,1,2,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,12
2021-10-14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,12
2021-10-15,0,0,0,0,0,0,0,0,1,2,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,12
2021-10-17,0,0,0,0,0,0,0,1,2,1,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,2,0,2,1,1,-1,-1,6
2021-10-18,0,0,0,0,1,1,1,0,0,1,1,1,0,0,-1,-1,-1,-1,1,1,1,-1,-1,0,0,0,-1,-1,12
2021-10-19,0,0,0,0,0,1,1,0,0,1,2,1,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,1,1,3,-1,-1,12
2021-10-20,0,0,0,0,2,2,2,2,1,1,0,0,0,0,-1,-1,-1,-1,2,2,2,2,6,6,-1,-1,-1,-1,12
2021-10-21,0,0,0,0,1,1,1,1,0,0,0,1,0,0,-1,-1,-1,-1,1,0,0,0,-1,-1,-1,0,-1,-1,12
2021-10-22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,12
2021-10-23,0,0,0,0,2,2,3,3,3,4,2,2,0,0,-1,-1,-1,-1,1,1,1,1,1,0,0,0,-1,-1,6
2021-10-24,0,0,0,0,2,2,2,0,0,1,0,0,0,0,-1,-1,-1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,6
2021-10-25,0,0,0,0,1,1,2,1,2,2,2,2,0,0,-1,-1,-1,-1,2,2,0,2,1,1,1,1,-1,-1,12
2021-10-26,0,0,0,0,1,1,1,0,0,1,2,2,0,0,-1,-1,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,12
2021-10-27,0,0,0,0,0,1,1,0,2,2,2,2,0,0,-1,-1,-1,-1,-1,1,1,-1,0,0,0,0,-1,-1,12
2021-10-28,0,0,0,0,1,1,2,1,3,3,2,1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,12
2021-10-29,0,0,0,0,2,3,3,2,2,1,1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,2,2,-1,-1,-1,12
